budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
"$200,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",296,en,Terminator 3: Rise of the Machines,69.405188,2003-07-02,435000000,109,Released,The Machines Will Rise.,Terminator 3: Rise of the Machines,5.9,2143
"$170,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",118340,en,Guardians of the Galaxy,481.098624,2014-07-30,773328629,121,Released,All heroes start somewhere.,Guardians of the Galaxy,7.9,9742
"$165,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",157336,en,Interstellar,724.247784,2014-11-05,675120017,169,Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,10867
"$160,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",27205,en,Inception,167.58371,2010-07-14,825532764,148,Released,Your mind is the scene of the crime.,Inception,8.1,13752
"$15,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",315011,ja,シン・ゴジラ,9.476999,2016-07-29,77000000,120,Released,A god incarnate. A city doomed.,Shin Godzilla,6.5,143
"$250,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",49051,en,The Hobbit: An Unexpected Journey,108.849621,2012-11-26,1021103568,169,Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7,8297
"$38,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9799,en,The Fast and the Furious,6.909942,2001-06-22,207283925,106,Released,Live life 1/4 mile at a time.,The Fast and the Furious,6.6,3428
"$150,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",4922,en,The Curious Case of Benjamin Button,60.269279,2008-11-24,333932083,166,Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292
"$160,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",49538,en,X-Men: First Class,3.195174,2011-05-24,353624124,132,Released,Witness the moment that will change our world.,X-Men: First Class,7.1,5181
"$160,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",131634,en,The Hunger Games: Mockingjay - Part 2,127.284427,2015-11-18,653428261,137,Released,The fire will burn forever.,The Hunger Games: Mockingjay - Part 2,6.6,3984
"$150,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",27022,en,The Sorcerer's Apprentice,35.580815,2010-07-13,215283742,109,Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,5.8,1470
"$160,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",503,en,Poseidon,21.133748,2006-05-12,181674817,99,Released,Mayday,Poseidon,5.5,583
"$170,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}]",241259,en,Alice Through the Looking Glass,56.268916,2016-05-25,299370084,113,Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1725
"$160,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",810,en,Shrek the Third,42.986467,2007-05-17,798958165,93,Released,Who's ready for Thirds?,Shrek the Third,6,2278
"$160,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",68735,en,Warcraft,63.148529,2016-05-25,433677183,123,Released,Two worlds. One home.,Warcraft,6.3,2268
"$155,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",87101,en,Terminator Genisys,202.042635,2015-06-23,440603537,126,Released,Reset the future,Terminator Genisys,5.8,3631
"$155,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,2010-08-13,415686217,113,Released,Return to magic. Return to hope. Return to Narnia.,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514
"$140,000,000.00","[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",676,en,Pearl Harbor,34.20669,2001-05-21,449220945,183,Released,It takes a moment to change history. It takes love to change lives.,Pearl Harbor,6.6,1791
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",1858,en,Transformers,25.468493,2007-06-27,709709780,144,Released,Their war. Our world.,Transformers,6.6,4040
"$155,000,000.00","[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1966,en,Alexander,39.019229,2004-11-21,167298192,175,Released,The greatest legend of all was real.,Alexander,5.6,927
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",675,en,Harry Potter and the Order of the Phoenix,78.144395,2007-06-28,938212738,138,Released,Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,7.4,5494
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",674,en,Harry Potter and the Goblet of Fire,101.250416,2005-11-05,895921036,157,Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,7.5,5608
"$150,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",8960,en,Hancock,56.758411,2008-07-01,624029371,92,Released,Bad Behavior. Bad Attitude. Real Hero.,Hancock,6.2,2961
"$150,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",6479,en,I Am Legend,70.867401,2007-12-14,585349010,101,Released,The last man on Earth is not alone,I Am Legend,6.9,4853
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",118,en,Charlie and the Chocolate Factory,53.905592,2005-07-13,474968763,115,Released,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.7,3624
"$150,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2062,en,Ratatouille,65.677399,2007-06-22,623722818,111,Released,He's dying to become a chef.,Ratatouille,7.5,4369
"$150,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",272,en,Batman Begins,115.040024,2005-06-10,374218673,140,Released,Evil fears the knight.,Batman Begins,7.5,7359
"$150,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",10527,en,Madagascar: Escape 2 Africa,44.141021,2008-10-30,603900354,89,Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",18360,en,Night at the Museum: Battle of the Smithsonian,81.781591,2009-05-20,413106170,105,Released,When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,5.9,1971
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2080,en,X-Men Origins: Wolverine,5.954334,2009-04-28,373062864,107,Released,Witness the Origin.,X-Men Origins: Wolverine,6.2,4021
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",605,en,The Matrix Revolutions,73.313918,2003-11-05,424988211,129,Released,Everything that has a beginning has an end.,The Matrix Revolutions,6.4,3096
"$150,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",109445,en,Frozen,165.125366,2013-11-27,1274219009,102,Released,Only the act of true love will thaw a frozen heart.,Frozen,7.3,5295
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",604,en,The Matrix Reloaded,70.78591,2003-05-15,738599701,138,Released,Free your mind.,The Matrix Reloaded,6.7,3443
"$170,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",76338,en,Thor: The Dark World,99.499595,2013-10-29,644571402,112,Released,Delve into the darkness,Thor: The Dark World,6.8,4755
"$150,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",76341,en,Mad Max: Fury Road,434.278564,2015-05-13,378858340,120,Released,What a Lovely Day.,Mad Max: Fury Road,7.2,9427
"$150,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",13448,en,Angels & Demons,67.447636,2009-05-13,356613439,138,Released,,Angels & Demons,6.5,2129
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",10195,en,Thor,86.493424,2011-04-21,449326618,115,Released,Two worlds. One hero.,Thor,6.6,6525
"$150,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",13053,en,Bolt,41.845878,2008-11-21,309979994,98,Released,Fully Awesome. Ridonculous. Let It Begin.,Bolt,6.3,1750
"$150,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",19585,en,G-Force,26.710398,2009-07-21,292817841,88,Released,The world needs bigger heroes,G-Force,5.1,510
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}]",57165,en,Wrath of the Titans,44.927635,2012-03-27,301000000,99,Released,Feel the Wrath,Wrath of the Titans,5.5,1431
"$150,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",62213,en,Dark Shadows,50.306728,2012-05-08,245527149,113,Released,Every Family Has Its Demons,Dark Shadows,5.7,2320
"$150,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",177677,en,Mission: Impossible - Rogue Nation,114.522237,2015-07-23,682330139,131,Released,Desperate Times. Desperate Measures.,Mission: Impossible - Rogue Nation,7.1,3224
"$150,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",7978,en,The Wolfman,21.214571,2010-02-11,0,102,Released,When the moon is full the legend comes to life,The Wolfman,5.5,549
"$150,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",5559,en,Bee Movie,29.332905,2007-10-28,287594577,91,Released,Born to bee wild.,Bee Movie,5.7,1171
"$150,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",49444,en,Kung Fu Panda 2,51.247321,2011-05-25,665692281,91,Released,Prepare for the Year of Awesomeness!,Kung Fu Panda 2,6.7,1880
"$150,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",10196,en,The Last Airbender,33.769336,2010-06-30,318502923,103,Released,"Four nations, one destiny",The Last Airbender,4.7,1151
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",956,en,Mission: Impossible III,63.079003,2006-05-03,397850012,126,Released,The Mission Begins 05:05:06.,Mission: Impossible III,6.5,2028
"$150,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",117251,en,White House Down,39.004588,2013-06-27,205366737,131,Released,It will start like any other day.,White House Down,6.4,1891
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",50321,en,Mars Needs Moms,12.362599,2011-03-09,38992758,88,Released,Mom needs a little space.,Mars Needs Moms,5.5,199
"$149,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11619,en,Flushed Away,22.550135,2006-10-22,64459316,85,Released,Someone's Going Down,Flushed Away,6,874
"$150,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",266647,en,Pan,48.03528,2015-09-24,128388320,111,Released,Every legend has a beginning.,Pan,5.9,954
"$145,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",82703,en,Mr. Peabody & Sherman,38.73494,2014-02-07,272912430,92,Released,He's Leaving His Mark On History,Mr. Peabody & Sherman,6.7,843
"$175,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",652,en,Troy,66.803149,2004-05-13,497409852,163,Released,For passion. For honor. For destiny. For victory. For love.,Troy,6.9,2759
"$145,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",80321,en,Madagascar 3: Europe's Most Wanted,44.989192,2012-06-06,746921274,93,Released,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",Madagascar 3: Europe's Most Wanted,6.4,1808
"$140,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36669,en,Die Another Day,54.159392,2002-11-17,431971116,133,Released,He’s never been cooler.,Die Another Day,5.8,1092
"$144,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",43074,en,Ghostbusters,66.21806,2016-07-14,229147509,116,Released,Who You Gonna Call?,Ghostbusters,5.3,2142
"$140,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",95,en,Armageddon,58.485967,1998-07-01,553799566,151,Released,The Earth's Darkest Day Will Be Man's Finest Hour,Armageddon,6.4,2482
"$140,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",608,en,Men in Black II,91.332849,2002-07-03,441818803,88,Released,Same Planet. New Scum.,Men in Black II,6,3114
"$70,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",2310,en,Beowulf,35.601665,2007-11-05,195735876,115,Released,Evil breeds pain.,Beowulf,5.5,841
"$145,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",140300,en,Kung Fu Panda 3,56.747978,2016-01-23,521170825,95,Released,Grab destiny by the rice dumplings.,Kung Fu Panda 3,6.7,1603
"$145,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",56292,en,Mission: Impossible - Ghost Protocol,77.77477,2011-12-07,694713380,133,Released,No Plan. No Backup. No Choice.,Mission: Impossible - Ghost Protocol,6.8,3972
"$145,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",81188,en,Rise of the Guardians,61.788035,2012-11-21,306941670,97,Released,You better believe.,Rise of the Guardians,7.1,1922
"$100,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",7552,en,Fun with Dick and Jane,25.159168,2005-12-21,202026112,90,Released,Giving big businesses a run for their money!,Fun with Dick and Jane,5.9,627
"$140,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",616,en,The Last Samurai,52.341226,2003-12-05,456758981,154,Released,"In the face of an enemy, in the heart of one man, lies the soul of a warrior.",The Last Samurai,7.3,1895
"$140,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",147441,en,Exodus: Gods and Kings,101.599427,2014-12-03,268031828,150,Released,"Once brothers, now enemies.",Exodus: Gods and Kings,5.6,1921
"$150,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",13475,en,Star Trek,73.616808,2009-05-06,385680446,127,Released,The future begins.,Star Trek,7.4,4518
